title,price,stock,model,description,FirmCode,Número de Cuerdas,Guitarra Serie,Forma de Cuerpo,Material Cuerpo,Origen,Acabado de Cuerpo,Material Mastil,Frets Size,Material Diapason,Escala,Numero de Trastes,Radio Diapason,Forma de Mastil,Pastilla Mastil,Pastilla Puente,Código de barras,Estuche ó Funda,Ajuste de pastillas,Acabado Mastil,Pastilla Media,scale,radius
"Squier Bullet Telecaster, Negro, Guitarra Eléctrica",4820.0,Disponible,0370045506,"Diseñada para musicos que buscan un instrumento accesible, elegante y versátil, la Bullet® Telecaster® luce el aspecto clásico y el tono que hicieron del Tele® un ícono. Los aspectos más destacados incluyen un cuerpo delgado y liviano, un perfil de cuello en forma de ""C"" fácil de tocar, pastillas",Squier,6.0,Bullet,Telecaster,Poplar,Indonesia,Gloss Polyurethane,Maple,Narrow Tall,Indian Laurel,"25.5"" (648 mm)",21.0,"9.5"" (241 mm)","""C"" Shape",Standard Single-Coil Tele,Standard Single-Coil Tele,885978249596.0,NO INCLUYE,SS,Satin Urethane,,648.0,241.0
"Fender Special Edition Custom, Telecaster FMT, Black Cherry Burst, Guitarra Eléctrica",19602.0,Disponible,0262004561,"Desde que llegó al mundo, la Telecaster ha sido la gran favorita de miles de guitarristas. A lo largo de los años ha sufrido muchas transformaciones, pero ninguna tan impactante como ésta. Conoce la elegante Special Edition Custom Telecaster® FMT HH, Laurel Fingerboard, Black Cherry Burst. Esta",Fender,6.0,Limited Edition,Telecaster,Mahogany with Carved Flame Maple Top,Indonesia,Urethane,Mahogany,Jumbo,Laurel,"25.5"" (648 mm)",22.0,"15.75"" (400 mm)","Modern ""C""",Seymour Duncan '59 SH-1N,Seymour Duncan Pearly Gates SH-PG1B,885978894154.0,NO INCLUYE,HH,Gloss Urethane,,648.0,400.0
"Fender Vintera '60s Jaguar, Ocean Turquoise, Guitarra Eléctrica",26586.0,Disponible,0149773308,"Las guitarras y bajos Fender han estado presentes durante toda la historia de la música moderna. Desde los orígenes del rock en los años 50, pasando por las leyendas de los explosivos años 60, hasta la llegada del punk en los años 70, cientos de guitarristas han construido su sonido gracias a los",Fender,6.0,Vintera,Jaguar,Alder,México,Gloss Polyester,Maple,Vintage,Pau Ferro,"24"" (610 mm)",22.0,"7.25"" (184.1 mm)","'60s ""C""",Vintage-Style Single-Coil Jaguar,Vintage-Style Single-Coil Jaguar,885978077939.0,NO INCLUYE,SS,Gloss Urethane,,610.0,184.1
"Fender Player Plus Nashville, Telecaster, 3-Color Sunburst, Guitarra Eléctrica con gig bag",23877.0,Disponible,0147342300,"Fusionando el diseño clásico de Fender con características centradas en el jugador y emocionantes nuevos acabados, el Player Plus Nashville Telecaster® ofrece una excelente jugabilidad y un estilo inconfundible. Alimentado por un conjunto de pastillas Player Plus Noiseless, el Player Plus Nashville",Fender,6.0,Player Plus,Telecaster,Alder,México,Gloss Polyester,Maple,Medium Jumbo,Maple,"25.5"" (648 mm)",22.0,"12"" (305 mm)","Modern ""C""",Player Plus Noiseless Tele,Player Plus Noiseless Tele,885978742042.0,Gig Bag,SSS,Satin Urethane,Player Plus Noiseless Strat,648.0,305.0
Fender Player Plus Stratocaster Hss Electrica Sombreada,23877.0,Disponible,0147322300,"Fender presenta la nueva expansión de la famosa línea Player; la impactante Player Plus. Estás guitarras fueron construidas con la idea de consentir a los músicos más exigentes, combinando las características únicas de los guitarristas y creadores de hoy con una linea visualmente impactante. Estos",Fender,6.0,Player Plus,Stratocaster,Alder,México,Gloss Polyester,Maple,Medium Jumbo,Maple,"25.5"" (648 mm)",22.0,"12"" (305 mm)","Modern ""C""",Player Plus Noiseless Strat,Player Plus Humbucking,885978742127.0,Gig Bag,HSS,Satin Urethane,Player Plus Noiseless Strat,648.0,305.0
"Fender Player Plus, Stratocaster, 3-Color Sunburst, Guitarra Eléctrica con gig bag",24510.0,Disponible,0147312300,"Fender presenta la nueva expansión de la famosa línea Player; la impactante Player Plus. Estás guitarras fueron construidas con la idea de consentir a los músicos más exigentes, combinando las características únicas de los guitarristas y creadores de hoy con una linea visualmente impactante. Estos",Fender,6.0,Player Plus,Stratocaster,Alder,México,Gloss Polyester,Maple,Medium Jumbo,Maple,"25.5"" (648 mm)",22.0,"12"" (305 mm)","Modern ""C""",Player Plus Noiseless Strat,Player Plus Noiseless Strat,885978742233.0,Gig Bag,SSS,Satin Urethane,Player Plus Noiseless Strat,648.0,305.0
"Fender Player, Jaguar, Tidepool, Guitarra Eléctrica",17577.0,Disponible,0146303513,"Introducida al mundo en 1962 como la guitarra más elegante de Fender, la Jaguar contaba con un complejo sistema electrónico que ofrecía un universo de sonidos que llevarían al guitarrista que la tocara a explorar y descubrir nuevas fronteras musicales. Con sus detalles cromados, su puente vibrato y",Fender,6.0,Player,Jaguar,Alder,México,Gloss Polyester,Maple,Medium Jumbo,Pau Ferro,"24"" (610 mm)",22.0,"9.5"" (241 mm)","Modern ""C""",Player Series Alnico 2 Jaguar Single-Coil,Player Series Alnico 3 Jaguar Humbucking,885978910045.0,NO INCLUYE,HS,Satin Urethane Finish on Back of Neck with Gloss Urethane Headstock Face,,610.0,241.0
"Fender Player, Telecaster, Polar White, Guitarra Eléctrica",16983.0,Disponible,0145213515,"Audaz, innovadora y resistente, la Player Telecaster es una auténtica Fender, de principio a fin. La sensación, el estilo y, lo más importante, el sonido: lo tiene todo, esperando que la utilices para hacer tu música. Lo suficientemente versátil para casi cualquier cosa que puedas crear y lo",Fender,6.0,Player,Telecaster,Alder,México,Gloss Polyester,Maple,Medium Jumbo,Pau Ferro,"25.5"" (648 mm)",22.0,"9.5"" (241 mm)","Modern ""C""",Player Series Alnico 5 Tele Single-Coil,Player Series Alnico 5 Tele Single-Coil,885978926411.0,NO INCLUYE,SS,Satin Urethane Finish on Back of Neck with Gloss Urethane Headstock Face,,648.0,241.0
"Fender Player, Stratocaster, Polar White, Guitarra Eléctrica",16983.0,Disponible,0144502515,"El sonido inspirador de una Stratocaster es uno de los fundamentos de Fender. Con este clásico sonido de agudos campanilleantes, medios pronunciados y bajos robustos, combinados con una articulación cristalina, la Player Stratocaster está repleta de auténtico estilo y sensación Fender. Está lista",Fender,6.0,Player,Stratocaster,Alder,México,Gloss Polyester,Maple,Medium Jumbo,Maple,"25.5"" (648 mm)",22.0,"9.5"" (241 mm)","Modern ""C""",Alnico 5 Strat Single-Coil,Alnico 5 Strat Single-Coil,885978926367.0,NO INCLUYE,SSS,"Satin Urethane Finish on Back, Gloss Urethane Finish on Front",Alnico 5 Strat Single-Coil,648.0,241.0
"Fender American Ultra Luxe, Telecaster, Transparent Surf Green, Guitarra Eléctrica",54378.0,Disponible,0118080735,"Para los músicos que buscan las mejores sensaciones de interpretación y sonido, aquí está la American Ultra, nuestra serie más sofisticada de guitarras y bajos. Con sus trastes de acero inoxidable, atractivos acabados personalizados y pala pintada a juego, la American Ultra Luxe Telecaster es",Fender,6.0,American Ultra,Telecaster,Ash,EEUU,Gloss Urethane,Maple,Medium Jumbo Stainless Steel,Rosewood,"25.5"" (648 mm)",22.0,"10"" to 14"" Compound Radius (254 mm to 355.6 mm)",Augmented “D”,Ultra Noiseless Vintage Tele,Ultra Noiseless Vintage Tele,885978735242.0,CASE,SS,Ultra Satin Urethane with Gloss Headstock Face,,648.0,254.0
"Fender Ultra Luxe, Stratocaster Floyd Rose, Silverburst, Guitarra Eléctrica con case",62849.99,Disponible,0118072791,"Si Leonardo da Vinci hubiera diseñado una linea de guitarras, esta hubiera sido la Fender Ultra Series. Su perfección sonora no tiene comparación. La atención a los detalles es minuciosa y obsesiva logrando así un nuevo paso en la evolución de las guitarras eléctricas. Una vez que la toques, no",Fender,6.0,American Ultra,Stratocaster,Alder,EEUU,Gloss Urethane,Maple,Medium Jumbo Stainless Steel,Maple,"25.5"" (648 mm)",22.0,"10"" to 14"" Compound Radius (254 mm to 355.6 mm)",Augmented “D”,Ultra Noiseless Hot Strat,Ultra Double Tap Humbucking,885978563685.0,CASE,HSS,Ultra Satin Urethane with Gloss Headstock Face,Ultra Noiseless Hot Strat,648.0,254.0
"Fender American Ultra Luxe, Stratocaster, Floyd Rose, Mystic Black, Guitarra Eléctrica con case",62849.99,Disponible,0118070710,"Para los músicos que exigen lo último en rendimiento y tono, American Ultra es nuestra serie más avanzada de guitarras y bajos. Con un sistema de trémolo Floyd Rose original, trastes de acero inoxidable y llamativos colores personalizados con tapas pintadas a juego, la American Ultra Luxe",Fender,6.0,American Ultra,Stratocaster,Alder,EEUU,Gloss Urethane,Maple,Medium Jumbo Stainless Steel,Rosewood,"25.5"" (648 mm)",22.0,"10"" to 14"" Compound Radius (254 mm to 355.6 mm)",Augmented “D”,Ultra Noiseless Hot Strat,Ultra Double Tap Humbucking,885978435982.0,CASE,HSS,Ultra Satin Urethane with Gloss Headstock Face,Ultra Noiseless Hot Strat,648.0,254.0
"Fender American Ultra Luxe, Stratocaster, 2-Color Sunburst, Guitarra Eléctrica con case",60420.0,Disponible,0118060703,"Para los músicos que buscan las mejores sensaciones de interpretación y sonido, aquí está la American Ultra, nuestra serie más sofisticada de guitarras y bajos. Con sus trastes de acero inoxidable, atractivos acabados personalizados y pala pintada a juego, la American Ultra Luxe Stratocaster es",Fender,6.0,American Ultra,Stratocaster,Alder,EEUU,Gloss Urethane,Maple,Medium Jumbo Stainless Steel,Rosewood,"25.5"" (648 mm)",22.0,"10"" to 14"" Compound Radius (254 mm to 355.6 mm)",Augmented “D”,Ultra Noiseless Vintage Strat,Ultra Noiseless Vintage Strat,885978555529.0,CASE,SSS,Ultra Satin Urethane with Gloss Headstock Face,Ultra Noiseless Vintage Strat,648.0,254.0
"Fender American Ultra, Telecaster, Texas Tea, Guitarra Eléctrica con case",51130.0,Disponible,0118030790,"Si Leonardo da Vinci hubiera diseñado una linea de guitarras, esta hubiera sido la Fender Ultra Series. Su perfección sonora no tiene comparación. La atención a los detalles es minuciosa y obsesiva, logrando así un nuevo paso en la evolución de las guitarras eléctricas. Una vez que la toques, no",Fender,6.0,American Ultra,Telecaster,Alder,EEUU,Gloss Polyurethane,Maple,Medium Jumbo,Rosewood,"25.5"" (648 mm)",22.0,"10"" to 14"" Compound Radius (254 mm to 355.6 mm)","Modern ""D""",Ultra Noiseless Vintage Tele,Ultra Noiseless Vintage Tele,885978195312.0,CASE,SS,Satin Urethane with Gloss Urethane Headstock Face,,648.0,254.0
"Fender Stories Eric Johnson 1954, Stratocaster, 2-Color Sunburst, Guitarra Eléctrica con case",57321.0,Disponible,0117442803,"La Colección Fender Stories rinde homenaje a músicos legendarios, sus queridas guitarras eléctricas Fender modificadas y la extraordinaria música que crearon juntos. Eric Johnson ya tenía su Stratocaster® ""Virginia"" de 1954 cuando grabó  Tones *  y el Platinum  Ah Via Musicom **,  álbumes ",Fender,6.0,Artist,Stratocaster,2-Piece Offset Seam Sassafras,EEUU,Gloss Nitrocellulose Lacquer,1-Piece Maple,Jumbo,Maple,"25.5"" (648 mm)",21.0,"12"" (305 mm)","Soft ""V""",Original '57/'62 Single-Coil Strat,DiMarzio HS-2 DP116 (Only Top-Coil Active),885978311675.0,CASE,SSS,Gloss Nitrocellulose Lacquer,Original '57/'62 Single-Coil Strat,648.0,305.0
"Fender Lincoln Brewster, Stratocaster, Aztec Gold, Guitarra Eléctrica con case",57080.0,Disponible,0116502778,"Conmovedor y dinámico, el estilo de Lincoln Brewster ha inspirado y motivado a innumerables fanáticos en el transcurso de sus 25 años de carrera. Con un cuerpo de fresno y un sorprendente acabado de laca Aztec Gold, la Lincoln Brewster Stratocaster es un verdadero clásico actual, que combina",Fender,6.0,Artist,Stratocaster,Ash,EEUU,Gloss Polyurethane,Maple,Medium Jumbo,Maple,"25.5"" (648 mm)",22.0,"9.5"" to 14"" Compound Radius (241 mm-355.6 mm)","Soft ""V""",V-Mod Single-Coil Strat,V-Mod Single-Coil Strat,885978110131.0,CASE,SSS,Nitrocellulose Lacquer,V-Mod Single-Coil Strat,648.0,241.0
"Fender Johnny Marr, Jaguar,  Fever Dream Yellow, Guitarra Eléctrica con case",55780.0,Disponible,0116400714,"Johnny Marr es conocido por su talento como guitarrista dinámico e influyente, y como el arreglista musical detrás del cuarteto de Manchester los Smiths, Marr contribuyó a definir y liderar virtualmente el pop británico durante los 80.  Un maestro de la melodía, y la superposición de texturas, Marr",Fender,6.0,Artist,Jaguar,Alder,EEUU,Gloss Nitrocellulose Lacquer,Maple,Vintage Style,Rosewood,"24"" (610 mm)",22.0,"7.25"" (184.1 mm)",Custom Shape Based on Johnny's '65 Jaguar® Guitar,Custom-Wound Bare Knuckle Johnny Marr,Custom-Wound Bare Knuckle Johnny Marr,717669743291.0,CASE,SS,Gloss Nitrocellulose Lacquer,,610.0,184.1
"Fender Artist signature Nile Rodgers Hitmaker, Stratocaster, Olympic White, Guitarra Eléctrica",61330.0,Disponible,0115922705,"Nile Rodgers ha escrito, producido y actuado en grabaciones que han vendido más de 500 millones de álbumes en todo el mundo. Cada disco de éxito que ha producido ha compartido un elemento esencial: la Fender Stratocaster® Nile de puente fijo usada de 1960 que compró en una tienda de música de Miami.",Fender,6.0,Artist,Stratocaster,Alder,EEUU,Gloss Nitrocellulose Lacquer,Maple,Medium Jumbo,Maple,,21.0,"9.5"" (241 mm)",,,,885978732449.0,NO INCLUYE,SSS,Satin Nitrocellulose Lacquer Finish with Gloss Headstock Face,,,241.0
"Fender Jim Root, Jazzmaster, Flat Black, Guitarra Eléctrica con case",45730.0,Disponible,0115300706,"Agresiva, oscura e intimidatoria, la Jim Root Jazzmaster es la versión más minimalista del modelo Jazzmaster en su medio siglo de historia. Por deseo expreso del reconocido guitarrista de Slipknot y Stone Sour, el Jim Root Jazzmaster ya no emplea circuitos con doble control de tono. Atrás quedan",Fender,6.0,Artist,Jazzmaster,Mahogany,EEUU,Satin Urethane,Maple,Jumbo,Ebony,"25.5"" (648 mm)",22.0,"12"" to 16"" Compound Radius (304.8 mm to 406.4 mm)","Modern ""C""",EMG 60,EMG 81,885978399314.0,CASE,HH,Satin Urethane,,648.0,304.8
"Fender American Performer, Stratocaster, Black, Guitarra Eléctrica con gig bag",32598.0,Disponible,0114922306,"La Fender's American Performer Stratocaster es una expresión moderna y de la mas alta calidad de la guitarra mas famosa del mundo. Cuenta con un rango tonal muy extenso gracias a sus pastillas Yosemite single coil, ajustadas especialmente para obtener mayor volumen de salida. Y por si esto fuera",Fender,6.0,American Performer,Stratocaster,Alder,EEUU,Gloss,Maple,Jumbo,Maple,"25.5"" (648 mm)",22.0,"9.5"" (241 mm)","Modern ""C""",Yosemite Single-Coil Stratocaster,Double Tap Humbucking,885978952670.0,Gig Bag,HSS,Satin Urethane,Yosemite Single-Coil Stratocaster,648.0,241.0
"Fender American Performer, Stratocaster, Aubergine, Guitarra Eléctrica con gig bag",36220.0,Disponible,0114920345,"La Fender's American Performer Stratocaster es una expresión moderna y de la mas alta calidad de la guitarra mas famosa del mundo. Cuenta con un rango tonal muy extenso gracias a sus pastillas Yosemite single coil, ajustadas especialmente para obtener mayor volumen de salida. Y por si esto fuera",Fender,6.0,American Performer,Stratocaster,Alder,EEUU,Gloss,Maple,Jumbo,Rosewood,"25.5"" (648 mm)",22.0,"9.5"" (241 mm)","Modern ""C""",Yosemite Single-Coil Stratocaster,Double Tap Humbucking,885978952687.0,Gig Bag,HSS,Satin Urethane,Yosemite Single-Coil Stratocaster,648.0,241.0
"Fender American Professional II, Telecaster Deluxe, Olimpic White, Guitarra Eléctrica con case",42460.0,Disponible,0113962705,"""La American Professional II Telecaster® Deluxe se basa en más de setenta años de innovación, inspiración y evolución para satisfacer las demandas del músico actual. Nuestro popular mástil Deep "" C "" ahora tiene bordes de diapasón redondeados, un acabado satinado"" Super-Natural ""y un talón de mástil",Fender,6.0,American Professional II,Telecaster,Alder,EEUU,Gloss Urethane,Maple,Narrow Tall,Rosewood,"25.5"" (648 mm)",22.0,"9.5"" (241 mm)","Deep ""C""",V-Mod II Double Tap Humbucking,V-Mod II Double Tap Humbucking,885978577460.0,CASE,HH,“Super-Natural” Satin Urethane Finish on Back of Neck with Gloss Urethane Headstock Face,,648.0,241.0
"Fender American Professional II, Telecaster, Miami Blue, Guitarra Eléctrica zurda con case",37107.0,Disponible,0113950719,"conserva el tono clásico de la montura de latón y proporciona una entonación excelente y opciones de configuración flexibles, lo que permite adaptar la tensión y el tono de las cuerdas a tu gusto. La American Pro II Telecaster ofrece una familiaridad instantánea y una versatilidad sónica que se",Fender,6.0,American Professional II,Telecaster,Alder,EEUU,Gloss Urethane,Maple,Vintage Tall,Rosewood,"25.5"" (648 mm)",22.0,"9.5"" (241 mm)","Deep ""C""",V-Mod II Single-Coil Tele,V-Mod II Single-Coil Tele,885978657650.0,CASE,SS,Satin Urethane Finish on Back of Neck with Gloss Urethane Headstock Face,,648.0,241.0
"Fender American Professional II, Telecaster, Roasted Pine, Guitarra Eléctrica con case",39231.0,Disponible,0113942763,"La American Professional II Telecaster® se basa en más de setenta años de innovación, inspiración y evolución para satisfacer las demandas del jugador actual. Nuestro popular mástil Deep ""C"" ahora luce bordes de diapasón lisos enrollados, un acabado satinado ""Super-Natural"" y un talón de mástil",Fender,6.0,American Professional II,Telecaster,Roasted Pine,EEUU,Gloss Urethane,Maple,Narrow Tall,Maple,"25.5"" (648 mm)",22.0,"9.5"" (241 mm)","Deep ""C""",V-Mod II Single-Coil Tele,V-Mod II Single-Coil Tele,885978577316.0,CASE,SS,“Super-Natural” Satin Urethane Finish on Back of Neck with Gloss Urethane Headstock Face,,648.0,241.0
"Fender American Professional II, Telecaster, Butterscotch Blonde, Guitarra Eléctrica con case",39231.0,Disponible,0113942750,"En 2017 Fender lanzó las American Professional Series, cambiando los parámetros de excelencia y calidad en guitarras eléctricas para siempre. Hoy llega la nueva etapa de esta evolución; Fender American Professional II. Esta serie cuenta con mejoras importantes a los modelos originales, dotando estas",Fender,6.0,American Professional II,Telecaster,Roasted Pine,EEUU,Gloss Urethane,Maple,Narrow Tall,Maple,"25.5"" (648 mm)",22.0,"9.5"" (241 mm)","Deep ""C""",V-Mod II Single-Coil Tele,V-Mod II Single-Coil Tele,885978603152.0,CASE,SS,“Super-Natural” Satin Urethane Finish on Back of Neck with Gloss Urethane Headstock Face,,648.0,241.0
